,coordenada_x,coordenada_y,Zona
14775,5431231.92198466,6355767.449217124,4
14776,5431231.92198466,6355767.449217124,4
14777,5431231.92198466,6355767.449217124,4
14778,5431231.92198466,6355767.449217124,4
14779,5431231.92198466,6355767.449217124,4
14780,5431231.92198466,6355767.449217124,4
14781,5431231.92198466,6355767.449217124,4
14782,5431231.92198466,6355767.449217124,4
14783,5431231.92198466,6355767.449217124,4
14784,5431231.92198466,6355767.449217124,4
14785,5431231.92198466,6355767.449217124,4
14786,5431231.92198466,6355767.449217124,4
14787,5432193.759999947,6353452.334999963,0
14788,5432193.759999947,6353452.334999963,0
14790,5440756.414185987,6352587.304761365,1
14791,5440756.414185987,6352587.304761365,1
14797,5433197.55,6356585.15,4
14799,5440522.08257817,6349521.685456296,3
14800,5440522.08257817,6349521.685456296,3
14801,5440522.08257817,6349521.685456296,3
14803,5435748.830000074,6348480.280000007,8
14804,5434082.471752666,6357888.993616705,6
14805,5439183.564776597,6355386.922298623,9
14806,5439183.564776597,6355386.922298623,9
14807,5439183.564776597,6355386.922298623,9
14808,5439183.564776597,6355386.922298623,9
14810,5433011.51,6355973.72,0
14811,5433011.51,6355973.72,0
14812,5433011.51,6355973.72,0
14813,5433011.51,6355973.72,0
14814,5433011.51,6355973.72,0
14815,5433011.51,6355973.72,0
14820,5436371.76110715,6358918.328307219,6
14822,5428981.33295127,6357242.572151463,4
14823,5428981.33295127,6357242.572151463,4
14826,5433663.579202948,6355746.420098324,0
14827,5433663.579202948,6355746.420098324,0
14828,5433663.579202948,6355746.420098324,0
14829,5433663.579202948,6355746.420098324,0
14830,5433663.579202948,6355746.420098324,0
14831,5433663.579202948,6355746.420098324,0
14832,5439081.349366261,6355377.28955852,9
14834,5440311.985435894,6348586.748629708,3
14838,5434316.473491596,6362605.299752804,2
14839,5434266.32978016,6359349.434848706,6
14840,5435825.469999993,6360828.115000054,6
14841,5435825.469999993,6360828.115000054,6
14842,5435825.469999993,6360828.115000054,6
14843,5435825.469999993,6360828.115000054,6
14844,5435825.469999993,6360828.115000054,6
14845,5435825.469999993,6360828.115000054,6
14849,5440688.146425772,6354794.038745154,1
14850,5433669.09981746,6355776.677840451,0
14851,5433669.09981746,6355776.677840451,0
14852,5433669.09981746,6355776.677840451,0
14853,5433669.09981746,6355776.677840451,0
14854,5433669.09981746,6355776.677840451,0
14855,5433669.09981746,6355776.677840451,0
14857,5433296.355179944,6354832.709611896,0
14858,5433296.355179944,6354832.709611896,0
14867,5437980.527630819,6352625.06360102,7
14868,5437980.527630819,6352625.06360102,7
14869,5437064.887123968,6354120.789059414,7
14870,5437443.178211334,6351770.962264193,7
14873,5439764.25,6352908.84,1
14874,5439764.25,6352908.84,1
14875,5440590.544473576,6354259.331743167,1
14876,5436654.544250511,6357167.663943354,5
14877,5437455.248177446,6354592.640333555,9
14878,5437455.248177446,6354592.640333555,9
14879,5435714.52,6356193.69,5
14883,5440699.511461583,6350093.128049459,3
14884,5439777.446977843,6350531.135135123,3
14885,5435496.466685589,6362742.460768279,2
14886,5435496.466685589,6362742.460768279,2
14887,5435496.466685589,6362742.460768279,2
14888,5435496.466685589,6362742.460768279,2
14889,5435496.466685589,6362742.460768279,2
14890,5438274.1,6348651.24,8
14891,5439952.509999947,6348721.38999992,3
14892,5439952.509999947,6348721.38999992,3
14893,5439952.509999947,6348721.38999992,3
14894,5439952.509999947,6348721.38999992,3
14895,5437923.045,6356281.62,9
14896,5437923.045,6356281.62,9
14897,5437923.045,6356281.62,9
14898,5437796.642620727,6356020.210649855,9
14899,5439649.483508525,6351312.381508453,3
14900,5440560.001547933,6355609.645225296,9
14901,5440560.001547933,6355609.645225296,9
14902,5440560.001547933,6355609.645225296,9
14903,5440560.001547933,6355609.645225296,9
14907,5429488.684276984,6359302.986570012,4
14908,5429488.684276984,6359302.986570012,4
14909,5439843.699999933,6353290.27000006,1
14910,5439843.699999933,6353290.27000006,1
14911,5435040.118192657,6354345.739739469,0
14913,5434354.33954333,6355401.830141633,0
14915,5439260.553474141,6354088.702249839,1
14916,5439260.553474141,6354088.702249839,1
14917,5439260.553474141,6354088.702249839,1
14918,5439260.553474141,6354088.702249839,1
14919,5439260.553474141,6354088.702249839,1
14920,5439260.553474141,6354088.702249839,1
14921,5439260.553474141,6354088.702249839,1
14922,5439260.553474141,6354088.702249839,1
14927,5440442.640476182,6355635.695192744,9
14928,5440442.640476182,6355635.695192744,9
14929,5440442.640476182,6355635.695192744,9
14930,5440442.640476182,6355635.695192744,9
14931,5440442.640476182,6355635.695192744,9
14932,5439867.53,6354081.26,1
14933,5439867.53,6354081.26,1
14934,5439478.12,6354161.64,1
14935,5439478.12,6354161.64,1
14936,5431137.769775916,6362649.244807105,2
14937,5431137.769775916,6362649.244807105,2
14940,5439066.22,6355395.71,9
14941,5439066.22,6355395.71,9
14942,5439066.22,6355395.71,9
14943,5439066.22,6355395.71,9
14944,5429513.827998004,6358027.3677791525,4
14945,5439337.345000002,6348813.695,3
14946,5439337.345000002,6348813.695,3
14947,5439337.345000002,6348813.695,3
14948,5439337.345000002,6348813.695,3
14949,5439337.345000002,6348813.695,3
14950,5439337.345000002,6348813.695,3
14951,5439337.345000002,6348813.695,3
14952,5439337.345000002,6348813.695,3
14953,5439337.345000002,6348813.695,3
14954,5439337.345000002,6348813.695,3
14955,5439337.345000002,6348813.695,3
14956,5439337.345000002,6348813.695,3
14957,5439337.345000002,6348813.695,3
14958,5439337.345000002,6348813.695,3
14959,5439337.345000002,6348813.695,3
14960,5439337.345000002,6348813.695,3
14961,5439337.345000002,6348813.695,3
14962,5430816.449965463,6358228.313703606,4
14963,5430816.449965463,6358228.313703606,4
14964,5430816.449965463,6358228.313703606,4
14965,5430816.449965463,6358228.313703606,4
14966,5430816.449965463,6358228.313703606,4
14967,5430816.449965463,6358228.313703606,4
14968,5430816.449965463,6358228.313703606,4
14970,5434360.806830367,6356994.2455883,5
14971,5441481.716410346,6349033.466100694,3
14972,5441481.716410346,6349033.466100694,3
14974,5434234.370152884,6353019.598227866,0
14975,5434234.370152884,6353019.598227866,0
14978,5430809.060605967,6358198.004153536,4
14979,5430809.060605967,6358198.004153536,4
14980,5430809.060605967,6358198.004153536,4
14981,5430809.060605967,6358198.004153536,4
14982,5430809.060605967,6358198.004153536,4
14983,5430809.060605967,6358198.004153536,4
14984,5430809.060605967,6358198.004153536,4
14985,5431656.122423735,6358354.132890537,4
14986,5432989.342985596,6356121.222165711,0
14987,5432989.342985596,6356121.222165711,0
14988,5432989.342985596,6356121.222165711,0
14989,5432989.342985596,6356121.222165711,0
14990,5432989.342985596,6356121.222165711,0
14991,5432989.342985596,6356121.222165711,0
14992,5432989.342985596,6356121.222165711,0
14993,5432989.342985596,6356121.222165711,0
14994,5436574.214126318,6355464.9165253015,5
14996,5436719.122215071,6358609.397429008,6
14997,5436719.122215071,6358609.397429008,6
15006,5431010.118944529,6362431.284441385,2
15008,5434672.570750039,6356190.545088347,5
15009,5437308.87,6349606.91,8
15010,5437308.87,6349606.91,8
15011,5433075.28224904,6356569.753718271,4
15012,5433730.647410016,6354989.419137562,0
15013,5433730.647410016,6354989.419137562,0
15014,5433730.647410016,6354989.419137562,0
15015,5433730.647410016,6354989.419137562,0
15016,5433730.647410016,6354989.419137562,0
15019,5439709.145081858,6355522.31716249,9
15020,5439709.145081858,6355522.31716249,9
15021,5439709.145081858,6355522.31716249,9
15022,5439709.145081858,6355522.31716249,9
15023,5439709.145081858,6355522.31716249,9
15024,5439709.145081858,6355522.31716249,9
15030,5441106.732048806,6352713.877738535,1
15031,5441106.732048806,6352713.877738535,1
15038,5440342.441328503,6352708.422358159,1
15039,5440342.441328503,6352708.422358159,1
15040,5440342.441328503,6352708.422358159,1
15041,5440342.441328503,6352708.422358159,1
15042,5437746.24,6348517.5,8
15043,5437746.24,6348517.5,8
15044,5437746.24,6348517.5,8
15045,5437399.172054854,6355932.440182023,5
15046,5437399.172054854,6355932.440182023,5
15049,5435201.503542624,6363037.588752811,2
15050,5435201.503542624,6363037.588752811,2
15053,5432972.819671859,6360946.302652649,2
15054,5432972.819671859,6360946.302652649,2
15055,5432972.819671859,6360946.302652649,2
15056,5432972.819671859,6360946.302652649,2
15057,5436840.17892193,6354823.203977985,5
15058,5436840.17892193,6354823.203977985,5
15059,5432701.841093958,6361529.524113793,2
15060,5434112.251747076,6353291.142621921,0
15064,5439608.0302061895,6350801.090644351,3
15067,5437661.446135185,6355944.081961167,9
15068,5437661.446135185,6355944.081961167,9
15069,5433211.937485043,6355957.624701957,0
15070,5433211.937485043,6355957.624701957,0
15071,5433211.937485043,6355957.624701957,0
15072,5433211.937485043,6355957.624701957,0
15075,5436438.737252436,6352384.012220104,7
15076,5436438.737252436,6352384.012220104,7
15084,5436182.7581196455,6357904.208561159,5
15086,5440185.078780354,6355691.920715344,9
15087,5440185.078780354,6355691.920715344,9
15088,5440185.078780354,6355691.920715344,9
15089,5440185.078780354,6355691.920715344,9
15090,5429314.351063564,6357119.594938431,4
15092,5440288.026861125,6355531.559158481,9
15093,5440288.026861125,6355531.559158481,9
15094,5440288.026861125,6355531.559158481,9
15095,5440288.026861125,6355531.559158481,9
15102,5439697.560000014,6350073.109999997,3
15104,5430172.098980129,6356174.7537633255,4
15107,5439927.698452651,6355749.394342778,9
15108,5439927.698452651,6355749.394342778,9
15109,5439927.698452651,6355749.394342778,9
15110,5439927.698452651,6355749.394342778,9
15112,5434587.713751912,6359328.083007041,6
15113,5434587.713751912,6359328.083007041,6
15117,5441222.104566614,6348628.729203553,3
15118,5441222.104566614,6348628.729203553,3
15119,5441222.104566614,6348628.729203553,3
15120,5441222.104566614,6348628.729203553,3
15122,5429135.857038242,6355714.499165299,4
15123,5429135.857038242,6355714.499165299,4
15126,5438380.806289652,6352580.396277735,7
15127,5433317.925,6356424.0125,0
15130,5439707.878274202,6352006.210222626,1
15131,5439707.878274202,6352006.210222626,1
15132,5439707.878274202,6352006.210222626,1
15133,5439707.878274202,6352006.210222626,1
15134,5437776.340250466,6355957.166350748,9
15135,5437776.340250466,6355957.166350748,9
15142,5436088.795290895,6351821.41667973,7
15143,5436088.795290895,6351821.41667973,7
15144,5436088.795290895,6351821.41667973,7
15145,5436088.795290895,6351821.41667973,7
15150,5433424.127302895,6356365.068738204,0
15151,5433424.127302895,6356365.068738204,0
15152,5433424.127302895,6356365.068738204,0
15153,5433424.127302895,6356365.068738204,0
15154,5433424.127302895,6356365.068738204,0
15156,5433982.078496122,6362853.390768329,2
15160,5437414.36000008,6354453.060000014,9
15161,5437414.36000008,6354453.060000014,9
15163,5440094.26,6355184.26,9
15164,5440094.26,6355184.26,9
15165,5440094.26,6355184.26,9
15166,5440094.26,6355184.26,9
15169,5437237.471782467,6353351.132745844,7
15170,5437237.471782467,6353351.132745844,7
15171,5436547.868657975,6350806.096629665,7
15172,5436208.851271477,6351901.078411211,7
15173,5430911.9079586575,6358111.591884902,4
15174,5440619.012314267,6353068.578895279,1
15175,5440619.012314267,6353068.578895279,1
15176,5433633.720027557,6360459.030241719,2
15177,5433633.720027557,6360459.030241719,2
15179,5431153.846357673,6358555.445538669,4
15180,5431153.846357673,6358555.445538669,4
15181,5431153.846357673,6358555.445538669,4
15182,5433452.74167373,6352897.347244479,0
15183,5433452.74167373,6352897.347244479,0
15184,5438212.41,6348428.15,8
15185,5438212.41,6348428.15,8
15186,5438212.41,6348428.15,8
15187,5438212.41,6348428.15,8
15188,5436472.089531027,6357562.861136151,5
15189,5436472.089531027,6357562.861136151,5
15190,5436472.089531027,6357562.861136151,5
15191,5436472.089531027,6357562.861136151,5
15192,5436472.089531027,6357562.861136151,5
15193,5436472.089531027,6357562.861136151,5
15194,5436626.132265044,6354418.855818217,7
15195,5436626.132265044,6354418.855818217,7
15201,5438485.46365523,6355498.453785728,9
15202,5432088.213357853,6355669.200925919,4
15203,5429313.88792467,6358025.179478407,4
15204,5438854.85075523,6351719.341912468,7
15205,5438074.848993386,6350116.544102318,8
15206,5438074.848993386,6350116.544102318,8
15207,5437985.803252189,6348871.729314353,8
15208,5438746.452218901,6354618.091422151,9
15209,5434839.794285719,6354085.344993416,0
15210,5434839.794285719,6354085.344993416,0
15215,5431657.48,6358696.99,4
15235,5437543.407618421,6356013.942384404,5
15236,5437543.407618421,6356013.942384404,5
15240,5436246.114124185,6351760.497695863,7
15243,5437440.870208986,6352039.012173348,7
15244,5439183.564776597,6355386.922298623,9
15245,5439183.564776597,6355386.922298623,9
15246,5440241.730781572,6352637.277331451,1
15247,5440241.730781572,6352637.277331451,1
15248,5440241.730781572,6352637.277331451,1
15249,5440241.730781572,6352637.277331451,1
15251,5439354.637369033,6352830.115110601,1
15252,5439354.637369033,6352830.115110601,1
15253,5434944.337817363,6356900.664083371,5
15254,5434944.337817363,6356900.664083371,5
15255,5440595.081531002,6354404.418112221,1
15256,5440595.081531002,6354404.418112221,1
15257,5440595.081531002,6354404.418112221,1
15258,5440595.081531002,6354404.418112221,1
15259,5439241.89,6353016.36,1
15260,5439241.89,6353016.36,1
15261,5439195.357531993,6354812.351027502,9
15262,5439195.357531993,6354812.351027502,9
15263,5439195.357531993,6354812.351027502,9
15264,5436853.548223623,6357688.014535326,5
15265,5436853.548223623,6357688.014535326,5
15266,5436853.548223623,6357688.014535326,5
15267,5436853.548223623,6357688.014535326,5
15268,5436853.548223623,6357688.014535326,5
15269,5436853.548223623,6357688.014535326,5
15270,5436853.548223623,6357688.014535326,5
15271,5436853.548223623,6357688.014535326,5
15272,5436853.548223623,6357688.014535326,5
15273,5438494.724187082,6356550.900331871,9
15274,5438461.067466549,6356693.107882258,9
15275,5441831.99038105,6348899.203730148,3
15276,5441831.99038105,6348899.203730148,3
15277,5441831.99038105,6348899.203730148,3
15278,5441831.99038105,6348899.203730148,3
15279,5441831.99038105,6348899.203730148,3
15280,5441831.99038105,6348899.203730148,3
15281,5441831.99038105,6348899.203730148,3
15282,5441831.99038105,6348899.203730148,3
15283,5441831.99038105,6348899.203730148,3
15284,5441831.99038105,6348899.203730148,3
15285,5441831.99038105,6348899.203730148,3
15286,5441831.99038105,6348899.203730148,3
15287,5441831.99038105,6348899.203730148,3
15288,5441831.99038105,6348899.203730148,3
15289,5441831.99038105,6348899.203730148,3
15290,5441831.99038105,6348899.203730148,3
15291,5441831.99038105,6348899.203730148,3
15292,5441831.99038105,6348899.203730148,3
15293,5441831.99038105,6348899.203730148,3
15294,5441831.99038105,6348899.203730148,3
15295,5441831.99038105,6348899.203730148,3
15296,5441831.99038105,6348899.203730148,3
15297,5441831.99038105,6348899.203730148,3
15298,5437542.064911994,6348930.758162181,8
15300,5433975.747189484,6353385.506121418,0
15301,5433975.747189484,6353385.506121418,0
15303,5439463.603235166,6354679.292854695,9
15306,5435565.835792466,6362760.663796324,2
15307,5435565.835792466,6362760.663796324,2
15308,5435565.835792466,6362760.663796324,2
15309,5435942.382977794,6357331.241076231,5
15310,5435942.382977794,6357331.241076231,5
15311,5435942.382977794,6357331.241076231,5
15312,5435942.382977794,6357331.241076231,5
15313,5435942.382977794,6357331.241076231,5
15314,5435942.382977794,6357331.241076231,5
15315,5435942.382977794,6357331.241076231,5
15316,5435942.382977794,6357331.241076231,5
15317,5435942.382977794,6357331.241076231,5
15318,5435942.382977794,6357331.241076231,5
15319,5435942.382977794,6357331.241076231,5
15320,5435942.382977794,6357331.241076231,5
15321,5435942.382977794,6357331.241076231,5
15322,5435942.382977794,6357331.241076231,5
15323,5435942.382977794,6357331.241076231,5
15324,5435942.382977794,6357331.241076231,5
15325,5432562.13827489,6361557.574176539,2
15326,5432562.13827489,6361557.574176539,2
15327,5432562.13827489,6361557.574176539,2
15328,5432562.13827489,6361557.574176539,2
15329,5432562.13827489,6361557.574176539,2
15330,5432562.13827489,6361557.574176539,2
15331,5432562.13827489,6361557.574176539,2
15332,5432562.13827489,6361557.574176539,2
15333,5439644.795606336,6353583.6578622,1
15334,5440443.318850652,6355069.779597023,1
15335,5440909.504949087,6350933.921335088,3
15336,5431971.878150554,6357052.989439829,4
15337,5433421.68,6356687.34,0
15338,5433931.796722195,6354692.304323112,0
15339,5433931.796722195,6354692.304323112,0
15340,5429300.704188565,6357121.138688431,4
15341,5439477.101768772,6353422.726426183,1
15342,5439620.285116219,6355297.273160392,9
15345,5441498.807038503,6354002.91272673,1
15349,5440571.097610352,6351563.051948565,3
15350,5440571.097610352,6351563.051948565,3
15351,5436334.330928813,6358687.834507093,6
15352,5436334.330928813,6358687.834507093,6
15353,5436334.330928813,6358687.834507093,6
15354,5436334.330928813,6358687.834507093,6
15358,5435512.88,6362731.26,2
15359,5435512.88,6362731.26,2
15360,5435512.88,6362731.26,2
15361,5435512.88,6362731.26,2
15362,5439203.59000002,6354778.180000041,9
15363,5439203.59000002,6354778.180000041,9
15364,5439203.59000002,6354778.180000041,9
15365,5439474.725782629,6353560.085483258,1
15366,5439343.601016332,6352926.262359763,1
15368,5436554.922459651,6355035.267775303,5
15369,5436554.922459651,6355035.267775303,5
15372,5439413.229981854,6354750.214278698,9
15386,5439523.224761527,6352480.801322376,1
15388,5437097.699342812,6354269.1782994205,7
15389,5437097.699342812,6354269.1782994205,7
15390,5437097.699342812,6354269.1782994205,7
15391,5437097.699342812,6354269.1782994205,7
15392,5438264.013840147,6355419.091021998,9
15393,5438264.013840147,6355419.091021998,9
15394,5438264.013840147,6355419.091021998,9
15395,5438264.013840147,6355419.091021998,9
15398,5440458.831282006,6354381.098684157,1
15399,5440458.831282006,6354381.098684157,1
15400,5440458.831282006,6354381.098684157,1
15401,5440458.831282006,6354381.098684157,1
15402,5440458.831282006,6354381.098684157,1
15403,5440458.831282006,6354381.098684157,1
15404,5440458.831282006,6354381.098684157,1
15405,5440458.831282006,6354381.098684157,1
15406,5440458.831282006,6354381.098684157,1
15407,5440458.831282006,6354381.098684157,1
15408,5440458.831282006,6354381.098684157,1
15409,5440458.831282006,6354381.098684157,1
15410,5440458.831282006,6354381.098684157,1
15411,5440458.831282006,6354381.098684157,1
15412,5440458.831282006,6354381.098684157,1
15413,5440458.831282006,6354381.098684157,1
15414,5440458.831282006,6354381.098684157,1
15415,5440458.831282006,6354381.098684157,1
15416,5440458.831282006,6354381.098684157,1
15417,5440458.831282006,6354381.098684157,1
15421,5428914.780465455,6358691.390135468,4
15422,5434822.402755315,6356450.167500006,5
15423,5439778.21,6354958.82,9
15424,5439778.21,6354958.82,9
15425,5439778.21,6354958.82,9
15426,5439778.21,6354958.82,9
15427,5439778.21,6354958.82,9
15428,5439778.21,6354958.82,9
15429,5439778.21,6354958.82,9
15430,5439778.21,6354958.82,9
15440,5431311.290594776,6356283.816518623,4
15441,5431311.290594776,6356283.816518623,4
15442,5431311.290594776,6356283.816518623,4
15443,5431311.290594776,6356283.816518623,4
15444,5436085.02,6357321.4,5
15448,5436947.107851624,6355473.153194384,5
15449,5436947.107851624,6355473.153194384,5
15457,5435473.303359021,6359593.964045538,6
15458,5435718.349120818,6358686.940519446,6
15459,5435718.349120818,6358686.940519446,6
15460,5438333.09524738,6356261.666879023,9
15461,5438333.09524738,6356261.666879023,9
15462,5432580.240523059,6356429.051638038,4
15463,5432580.240523059,6356429.051638038,4
15464,5432082.16,6356680.155,4
15465,5433507.95,6354825.59,0
15466,5433507.95,6354825.59,0
15467,5433507.95,6354825.59,0
15468,5433507.95,6354825.59,0
15469,5433507.95,6354825.59,0
15470,5433507.95,6354825.59,0
15471,5433507.95,6354825.59,0
15477,5439225.127672088,6354808.164584743,9
15478,5439225.127672088,6354808.164584743,9
15479,5439225.127672088,6354808.164584743,9
15480,5440406.009999947,6352776.90999998,1
15481,5437608.600047649,6353527.978619986,7
15482,5437608.600047649,6353527.978619986,7
15483,5439546.739540371,6354267.387886696,1
15484,5440274.964339683,6354239.622662829,1
15485,5438217.251498126,6354803.6469873935,9
15488,5437725.3262768565,6349506.875555128,8
15489,5438872.4393734615,6354669.796667784,9
15497,5432124.958490513,6361285.418298586,2
15498,5436934.505154306,6358782.656375336,6
15499,5433211.919999926,6356249.34000002,0
15500,5437032.110130088,6356208.847468263,5
15503,5435027.66,6355814.98,5
15504,5435027.66,6355814.98,5
15507,5435818.411296515,6358435.714067093,6
15512,5439082.632756696,6354905.821567339,9
15513,5439082.632756696,6354905.821567339,9
15514,5439082.632756696,6354905.821567339,9
15515,5439082.632756696,6354905.821567339,9
15522,5434728.19,6362533.476000002,2
15523,5434728.19,6362533.476000002,2
15524,5432798.27,6355964.93,0
15525,5432798.27,6355964.93,0
15529,5433730.744479865,6356594.023709828,0
15530,5438645.03027324,6355340.554138866,9
15531,5438645.03027324,6355340.554138866,9
15532,5438645.03027324,6355340.554138866,9
15533,5438645.03027324,6355340.554138866,9
15534,5438645.03027324,6355340.554138866,9
15535,5438645.03027324,6355340.554138866,9
15536,5438645.03027324,6355340.554138866,9
15537,5438645.03027324,6355340.554138866,9
15538,5438645.03027324,6355340.554138866,9
15539,5436659.949999933,6355302.069999959,5
15540,5439730.06133813,6352674.518361016,1
15543,5429100.507414656,6358353.55657487,4
15544,5429100.507414656,6358353.55657487,4
15545,5429100.507414656,6358353.55657487,4
15546,5429100.507414656,6358353.55657487,4
15547,5438473.8923566425,6354781.375610522,9
15548,5438473.8923566425,6354781.375610522,9
15549,5433499.854657896,6354638.684481043,0
15550,5433499.854657896,6354638.684481043,0
15551,5433499.854657896,6354638.684481043,0
15552,5433499.854657896,6354638.684481043,0
15553,5433499.854657896,6354638.684481043,0
15554,5433499.854657896,6354638.684481043,0
15555,5433499.854657896,6354638.684481043,0
15556,5433219.9,6353640.26,0
15557,5433219.9,6353640.26,0
15558,5439388.14192822,6355995.29347284,9
15559,5439388.14192822,6355995.29347284,9
15560,5433977.652756488,6357854.834333762,6
15561,5433977.652756488,6357854.834333762,6
15562,5439410.726523248,6354720.098859057,9
15563,5439410.726523248,6354720.098859057,9
15565,5437995.809076403,6348659.711110456,8
15566,5437995.809076403,6348659.711110456,8
15567,5437995.809076403,6348659.711110456,8
15568,5436234.854220233,6346662.43218451,8
15569,5436234.854220233,6346662.43218451,8
15570,5436234.854220233,6346662.43218451,8
15571,5436234.854220233,6346662.43218451,8
15572,5436234.854220233,6346662.43218451,8
15573,5436234.854220233,6346662.43218451,8
15574,5436234.854220233,6346662.43218451,8
15575,5436234.854220233,6346662.43218451,8
15576,5436234.854220233,6346662.43218451,8
15577,5436234.854220233,6346662.43218451,8
15579,5436611.500806616,6351713.834490252,7
15580,5438888.500257697,6355290.3691420695,9
15581,5438888.500257697,6355290.3691420695,9
15582,5438888.500257697,6355290.3691420695,9
15583,5438888.500257697,6355290.3691420695,9
15584,5438888.500257697,6355290.3691420695,9
15585,5436917.1604846055,6357176.155027957,5
15586,5436560.58531931,6357989.291396731,5
15587,5439232.539687252,6353400.820561253,1
15591,5437327.396368139,6351699.472548615,7
15593,5433247.313490902,6361325.842198268,2
15594,5432750.022776514,6361502.122399629,2
15599,5429429.330000074,6357150.580000074,4
15600,5429429.330000074,6357150.580000074,4
15603,5439956.038302085,6356015.306877409,9
15604,5439956.038302085,6356015.306877409,9
15605,5439956.038302085,6356015.306877409,9
15606,5439956.038302085,6356015.306877409,9
15607,5439956.038302085,6356015.306877409,9
15608,5439956.038302085,6356015.306877409,9
15609,5439956.038302085,6356015.306877409,9
15610,5439956.038302085,6356015.306877409,9
15621,5438571.476418207,6352505.529535893,7
15622,5438571.476418207,6352505.529535893,7
15623,5436776.54,6355866.45,5
15625,5435116.21,6356543.64,5
15627,5438883.89,6353222.72,1
15628,5438883.89,6353222.72,1
15629,5438078.547590147,6354862.871021998,9
15630,5439925.52000006,6349376.5399999535,3
15631,5439925.52000006,6349376.5399999535,3
15632,5439925.52000006,6349376.5399999535,3
15633,5439925.52000006,6349376.5399999535,3
15634,5439925.52000006,6349376.5399999535,3
15635,5439925.52000006,6349376.5399999535,3
15636,5439925.52000006,6349376.5399999535,3
15637,5439925.52000006,6349376.5399999535,3
15638,5439925.52000006,6349376.5399999535,3
15639,5439925.52000006,6349376.5399999535,3
15640,5439925.52000006,6349376.5399999535,3
15641,5435430.249906952,6358503.264742917,6
15642,5431411.590142573,6362113.873522929,2
15643,5431411.590142573,6362113.873522929,2
15644,5431411.590142573,6362113.873522929,2
15645,5440047.693926053,6355693.614722912,9
15646,5440047.693926053,6355693.614722912,9
15647,5440047.693926053,6355693.614722912,9
15648,5440047.693926053,6355693.614722912,9
15650,5441348.97388242,6352098.841612258,1
15651,5439952.0103269,6352357.978579787,1
15652,5439528.226800675,6353823.337672928,1
15654,5433680.44,6355762.14,0
15655,5433680.44,6355762.14,0
15656,5433680.44,6355762.14,0
15657,5433680.44,6355762.14,0
15658,5433680.44,6355762.14,0
15659,5433680.44,6355762.14,0
15660,5433680.44,6355762.14,0
15661,5433680.44,6355762.14,0
15662,5438772.3631437365,6355314.3081655605,9
15663,5438772.3631437365,6355314.3081655605,9
15664,5438772.3631437365,6355314.3081655605,9
15665,5438772.3631437365,6355314.3081655605,9
15666,5438772.3631437365,6355314.3081655605,9
15667,5438772.3631437365,6355314.3081655605,9
15668,5439449.721759996,6353290.128080343,1
15671,5435103.638215472,6357276.914282252,5
15672,5435103.638215472,6357276.914282252,5
15676,5438915.055,6354011.805,1
15677,5438915.055,6354011.805,1
15678,5439240.935835354,6354884.389074539,9
15679,5439240.935835354,6354884.389074539,9
15680,5439240.935835354,6354884.389074539,9
15681,5436597.667821912,6354429.343920914,7
15682,5439249.429476662,6351671.555238773,7
15683,5435211.703542056,6357272.847512634,5
15686,5436988.6086523095,6358442.576256433,5
15687,5436988.6086523095,6358442.576256433,5
15688,5436988.6086523095,6358442.576256433,5
15689,5436988.6086523095,6358442.576256433,5
15690,5436988.6086523095,6358442.576256433,5
15691,5436988.6086523095,6358442.576256433,5
15692,5436988.6086523095,6358442.576256433,5
15693,5436988.6086523095,6358442.576256433,5
15694,5436988.6086523095,6358442.576256433,5
15695,5436988.6086523095,6358442.576256433,5
15696,5436988.6086523095,6358442.576256433,5
15697,5436988.6086523095,6358442.576256433,5
15698,5433928.437400004,6362024.780976697,2
15701,5439631.86232124,6356148.130179653,9
15702,5439631.86232124,6356148.130179653,9
15703,5439631.86232124,6356148.130179653,9
15704,5439631.86232124,6356148.130179653,9
15705,5439129.694633419,6349702.089703218,3
15706,5439129.694633419,6349702.089703218,3
15707,5440271.5629611565,6352723.023174486,1
15708,5440271.5629611565,6352723.023174486,1
15709,5439145.172757885,6349672.735459826,3
15710,5438357.034214215,6352732.44564139,7
15712,5436559.77144141,6358456.939920297,6
15718,5434425.7708205385,6356222.461747598,5
15719,5436566.683784709,6358707.008534535,6
15725,5433697.166487647,6360737.509460719,2
15726,5433697.166487647,6360737.509460719,2
15733,5437463.248904888,6352069.996585894,7
15734,5437463.248904888,6352069.996585894,7
15735,5437463.248904888,6352069.996585894,7
15736,5437463.248904888,6352069.996585894,7
15743,5440657.865,6351397.16,3
15744,5440657.865,6351397.16,3
15747,5437854.84,6351442.62,7
15748,5437854.84,6351442.62,7
15749,5437854.84,6351442.62,7
15750,5437854.84,6351442.62,7
15751,5435680.09,6357305.66,5
15752,5435680.09,6357305.66,5
15753,5435680.09,6357305.66,5
15754,5435680.09,6357305.66,5
15755,5435680.09,6357305.66,5
15756,5435680.09,6357305.66,5
15757,5435680.09,6357305.66,5
15758,5435680.09,6357305.66,5
15759,5435680.09,6357305.66,5
15760,5435680.09,6357305.66,5
15761,5435680.09,6357305.66,5
15762,5435680.09,6357305.66,5
15763,5435680.09,6357305.66,5
15764,5435680.09,6357305.66,5
15765,5435680.09,6357305.66,5
15766,5435680.09,6357305.66,5
15767,5435680.09,6357305.66,5
15768,5435680.09,6357305.66,5
15776,5438521.220498465,6353529.651680468,7
