,coordenada_x,coordenada_y,Zona
27680,5435097.82,6354036.2,0
27681,5435097.82,6354036.2,0
27682,5435097.82,6354036.2,0
27683,5435097.82,6354036.2,0
27684,5435097.82,6354036.2,0
27685,5435097.82,6354036.2,0
27686,5435097.82,6354036.2,0
27687,5435097.82,6354036.2,0
27688,5435097.82,6354036.2,0
27689,5435097.82,6354036.2,0
27690,5435097.82,6354036.2,0
27691,5435097.82,6354036.2,0
27692,5440559.969999993,6354197.259999947,1
27697,5435507.819001596,6359462.995068413,6
27698,5435507.819001596,6359462.995068413,6
27699,5436837.106079593,6357573.735779471,5
27700,5441004.638099669,6353683.89314656,1
27701,5441004.638099669,6353683.89314656,1
27702,5436341.927500146,6354928.73096235,5
27703,5436341.927500146,6354928.73096235,5
27704,5439236.041283058,6348112.990627062,3
27705,5440171.11,6350965.9,3
27711,5439246.41772225,6354784.651212981,9
27712,5440470.527591912,6352748.344323419,1
27714,5436809.320693354,6349989.806146182,8
27715,5440118.136664924,6354302.638372085,1
27717,5437061.942586297,6349614.581801582,8
27718,5437061.942586297,6349614.581801582,8
27719,5437061.942586297,6349614.581801582,8
27720,5437556.895228937,6349499.195962016,8
27731,5436912.275898957,6358786.375313868,6
27734,5438009.057040937,6356635.901628628,9
27736,5434390.602589651,6355254.115805308,0
27737,5440569.660514409,6353651.25241062,1
27747,5437597.030910247,6348500.396401325,8
27748,5437597.030910247,6348500.396401325,8
27749,5437597.030910247,6348500.396401325,8
27750,5437597.030910247,6348500.396401325,8
27751,5437597.030910247,6348500.396401325,8
27752,5437597.030910247,6348500.396401325,8
27753,5437597.030910247,6348500.396401325,8
27754,5437597.030910247,6348500.396401325,8
27755,5437597.030910247,6348500.396401325,8
27756,5437597.030910247,6348500.396401325,8
27757,5437597.030910247,6348500.396401325,8
27758,5432206.35,6354160.77,0
27759,5432206.35,6354160.77,0
27760,5434763.505000002,6353320.495,0
27761,5434763.505000002,6353320.495,0
27762,5434851.6,6362154.14,2
27763,5440243.271561941,6355315.816826528,9
27764,5431842.877186143,6357543.7168802405,4
27765,5431842.877186143,6357543.7168802405,4
27766,5431842.877186143,6357543.7168802405,4
27768,5436737.736325832,6350063.523409193,8
27770,5432995.810000014,6353887.650000034,0
27771,5439697.788934608,6352681.154967029,1
27774,5435855.728316321,6352768.574358202,7
27775,5435855.728316321,6352768.574358202,7
27776,5438341.312577361,6354808.706153477,9
27778,5441508.18474699,6352831.00955962,1
27779,5441508.18474699,6352831.00955962,1
27780,5441508.18474699,6352831.00955962,1
27781,5441508.18474699,6352831.00955962,1
27782,5440766.060000014,6351773.25,1
27784,5437481.901378945,6348767.137864802,8
27789,5434055.81,6361717.96,2
27790,5434055.81,6361717.96,2
27791,5434055.81,6361717.96,2
27792,5434055.81,6361717.96,2
27793,5434055.81,6361717.96,2
27794,5434055.81,6361717.96,2
27795,5434055.81,6361717.96,2
27796,5434055.81,6361717.96,2
27797,5434055.81,6361717.96,2
27798,5434055.81,6361717.96,2
27799,5434055.81,6361717.96,2
27800,5434055.81,6361717.96,2
27801,5434055.81,6361717.96,2
27802,5434055.81,6361717.96,2
27803,5434055.81,6361717.96,2
27804,5434055.81,6361717.96,2
27805,5434055.81,6361717.96,2
27806,5434055.81,6361717.96,2
27807,5434055.81,6361717.96,2
27808,5434055.81,6361717.96,2
27809,5434055.81,6361717.96,2
27810,5434055.81,6361717.96,2
27811,5434055.81,6361717.96,2
27812,5434055.81,6361717.96,2
27813,5434055.81,6361717.96,2
27814,5439601.725297808,6356150.544123068,9
27815,5439601.725297808,6356150.544123068,9
27816,5438874.911725531,6347519.227071766,8
27817,5436537.951327413,6357163.123660773,5
27818,5436728.5,6357981.449999933,5
27819,5439216.353940849,6353476.413109023,1
27820,5437995.920936941,6352700.307886734,7
27821,5437995.920936941,6352700.307886734,7
27822,5437995.920936941,6352700.307886734,7
27823,5437995.920936941,6352700.307886734,7
27832,5437878.043924373,6352913.064972869,7
27833,5437878.043924373,6352913.064972869,7
27835,5441463.452452194,6353971.649556442,1
27838,5433194.8172757,6356294.445558689,0
27844,5438244.090024638,6349866.322005358,8
27845,5438244.090024638,6349866.322005358,8
27848,5432207.399424571,6353133.151178273,0
27849,5432207.399424571,6353133.151178273,0
27852,5435607.457726314,6356122.659180283,5
27855,5435000.43,6356539.37,5
27856,5440020.589139783,6355564.761040944,9
27857,5440020.589139783,6355564.761040944,9
27858,5440020.589139783,6355564.761040944,9
27861,5438081.962996588,6354831.535916777,9
27863,5440498.917281174,6349961.668121517,3
27864,5440498.917281174,6349961.668121517,3
27865,5440498.917281174,6349961.668121517,3
27866,5440498.917281174,6349961.668121517,3
27867,5440498.917281174,6349961.668121517,3
27868,5440498.917281174,6349961.668121517,3
27869,5440498.917281174,6349961.668121517,3
27870,5440498.917281174,6349961.668121517,3
27871,5440498.917281174,6349961.668121517,3
27872,5440498.917281174,6349961.668121517,3
27873,5434440.225929275,6360653.129588563,6
27874,5434440.225929275,6360653.129588563,6
27879,5439386.085043232,6353132.412782825,1
27880,5434310.301963083,6351071.711605562,7
27881,5434310.301963083,6351071.711605562,7
27882,5440935.199999933,6349345.560000014,3
27883,5440935.199999933,6349345.560000014,3
27884,5440935.199999933,6349345.560000014,3
27885,5440935.199999933,6349345.560000014,3
27886,5440935.199999933,6349345.560000014,3
27887,5440935.199999933,6349345.560000014,3
27888,5440935.199999933,6349345.560000014,3
27889,5440935.199999933,6349345.560000014,3
27890,5440935.199999933,6349345.560000014,3
27891,5440935.199999933,6349345.560000014,3
27892,5440935.199999933,6349345.560000014,3
27893,5440935.199999933,6349345.560000014,3
27894,5440935.199999933,6349345.560000014,3
27895,5440935.199999933,6349345.560000014,3
27896,5440935.199999933,6349345.560000014,3
27897,5440935.199999933,6349345.560000014,3
27898,5440935.199999933,6349345.560000014,3
27899,5440935.199999933,6349345.560000014,3
27900,5440935.199999933,6349345.560000014,3
27901,5440935.199999933,6349345.560000014,3
27902,5440935.199999933,6349345.560000014,3
27905,5439520.645550675,6353786.037672928,1
27906,5439369.098809994,6353050.877937526,1
27916,5438271.473206321,6348353.703205186,8
27917,5438271.473206321,6348353.703205186,8
27918,5431008.4709179895,6357948.316725947,4
27919,5431008.4709179895,6357948.316725947,4
27920,5431008.4709179895,6357948.316725947,4
27921,5431008.4709179895,6357948.316725947,4
27922,5431008.4709179895,6357948.316725947,4
27923,5439326.663572937,6351527.526221638,7
27924,5435183.84539573,6357278.970311,5
27925,5438410.06727639,6352723.500727572,7
27926,5438534.892390153,6354817.524719399,9
27927,5438534.892390153,6354817.524719399,9
27932,5440334.989807226,6352505.942897682,1
27934,5440343.075789526,6352545.449107906,1
27935,5439138.8876768965,6349702.490138001,3
27936,5439603.918631141,6356161.129956402,9
27937,5439603.918631141,6356161.129956402,9
27941,5436561.364867539,6359017.422964465,6
27942,5435038.840545791,6360070.503511658,6
27943,5435038.840545791,6360070.503511658,6
27944,5435038.840545791,6360070.503511658,6
27945,5435038.840545791,6360070.503511658,6
27946,5435038.840545791,6360070.503511658,6
27947,5435038.840545791,6360070.503511658,6
27948,5435038.840545791,6360070.503511658,6
27949,5435038.840545791,6360070.503511658,6
27950,5435038.840545791,6360070.503511658,6
27951,5435038.840545791,6360070.503511658,6
27953,5434033.378279985,6355448.06799177,0
27954,5436772.060899904,6355918.937898158,5
27955,5436772.060899904,6355918.937898158,5
27956,5440256.352696883,6354274.089131389,1
27957,5435115.334169337,6353172.634903976,0
27958,5435115.334169337,6353172.634903976,0
27960,5437396.50847645,6351777.702741884,7
27967,5437771.915801149,6356895.85523163,5
27968,5437771.915801149,6356895.85523163,5
27970,5434141.744816377,6361762.523899085,2
27972,5441555.57,6351743.09,1
27974,5439797.670629004,6356048.125653077,9
27975,5439660.505172653,6356076.439348224,9
27979,5440101.511675556,6355957.389645439,9
27980,5440101.511675556,6355957.389645439,9
27981,5440101.511675556,6355957.389645439,9
27982,5440101.511675556,6355957.389645439,9
27983,5440101.511675556,6355957.389645439,9
27984,5440101.511675556,6355957.389645439,9
27985,5440101.511675556,6355957.389645439,9
27986,5432241.47,6361530.38,2
27987,5432241.47,6361530.38,2
27991,5439447.407993133,6353427.273811913,1
27992,5438855.832230604,6354672.948096355,9
27993,5433531.627464815,6361370.315667234,2
27994,5438265.741717955,6350708.8043026365,8
27995,5438265.741717955,6350708.8043026365,8
27996,5438265.741717955,6350708.8043026365,8
27997,5438265.741717955,6350708.8043026365,8
27998,5438265.741717955,6350708.8043026365,8
27999,5438265.741717955,6350708.8043026365,8
28000,5438265.741717955,6350708.8043026365,8
28001,5438265.741717955,6350708.8043026365,8
28002,5438265.741717955,6350708.8043026365,8
28003,5438265.741717955,6350708.8043026365,8
28004,5438265.741717955,6350708.8043026365,8
28005,5438265.741717955,6350708.8043026365,8
28006,5438265.741717955,6350708.8043026365,8
28007,5438265.741717955,6350708.8043026365,8
28008,5438265.741717955,6350708.8043026365,8
28009,5438265.741717955,6350708.8043026365,8
28010,5438265.741717955,6350708.8043026365,8
28011,5438265.741717955,6350708.8043026365,8
28012,5438265.741717955,6350708.8043026365,8
28013,5438265.741717955,6350708.8043026365,8
28014,5438265.741717955,6350708.8043026365,8
28015,5433704.036567429,6354904.757098167,0
28016,5433704.036567429,6354904.757098167,0
28017,5433704.036567429,6354904.757098167,0
28018,5433704.036567429,6354904.757098167,0
28019,5432172.519245806,6357556.503706696,4
28020,5432172.519245806,6357556.503706696,4
28021,5432172.519245806,6357556.503706696,4
28022,5432172.519245806,6357556.503706696,4
28023,5432172.519245806,6357556.503706696,4
28024,5432172.519245806,6357556.503706696,4
28026,5441177.93,6348773.43,3
28027,5441177.93,6348773.43,3
28028,5441177.93,6348773.43,3
28029,5441432.74,6348902.15,3
28030,5441432.74,6348902.15,3
28031,5441432.74,6348902.15,3
28032,5438704.819817411,6354864.918842449,9
28033,5438704.819817411,6354864.918842449,9
28035,5438454.607218202,6355713.641366376,9
28036,5438454.607218202,6355713.641366376,9
28037,5440518.984172169,6354488.478953401,1
28038,5440518.984172169,6354488.478953401,1
28039,5439424.018247678,6356493.690673585,9
28040,5437526.63500003,6352306.429999956,7
28042,5439225.43,6351625.11,7
28043,5430554.63999992,6357481.930000041,4
28044,5430554.63999992,6357481.930000041,4
28045,5430554.63999992,6357481.930000041,4
28046,5430554.63999992,6357481.930000041,4
28047,5430554.63999992,6357481.930000041,4
28048,5430554.63999992,6357481.930000041,4
28049,5430554.63999992,6357481.930000041,4
28050,5430554.63999992,6357481.930000041,4
28051,5430554.63999992,6357481.930000041,4
28052,5430554.63999992,6357481.930000041,4
28053,5430554.63999992,6357481.930000041,4
28054,5430554.63999992,6357481.930000041,4
28055,5430554.63999992,6357481.930000041,4
28060,5441181.502906349,6353228.233027771,1
28061,5441181.502906349,6353228.233027771,1
28072,5433516.47999994,6361415.550000067,2
28073,5433516.47999994,6361415.550000067,2
28074,5433516.47999994,6361415.550000067,2
28084,5440550.132514408,6353555.33241062,1
28085,5440550.132514408,6353555.33241062,1
28088,5433569.309199141,6361192.165053116,2
28089,5432178.297107273,6357416.702784213,4
28090,5432178.297107273,6357416.702784213,4
28091,5432178.297107273,6357416.702784213,4
28092,5432178.297107273,6357416.702784213,4
28093,5432178.297107273,6357416.702784213,4
28094,5439405.193094881,6355310.8107400695,9
28095,5439405.193094881,6355310.8107400695,9
28096,5439405.193094881,6355310.8107400695,9
28097,5439405.193094881,6355310.8107400695,9
28098,5439405.193094881,6355310.8107400695,9
28099,5439405.193094881,6355310.8107400695,9
28100,5437758.626333741,6357256.551216732,5
28101,5437495.357398205,6354952.503631592,9
28102,5437495.357398205,6354952.503631592,9
28103,5439380.13630322,6355996.937222841,9
28104,5439533.44566282,6354270.101152002,1
28105,5439126.996591234,6353690.194108333,1
28106,5439126.996591234,6353690.194108333,1
28107,5441333.185886998,6352021.901624209,1
28108,5441333.185886998,6352021.901624209,1
28115,5436085.02,6357321.4,5
28125,5438542.480919227,6353367.290961864,7
28126,5438607.21,6355733.69,9
28127,5438607.21,6355733.69,9
28136,5439590.208294027,6352134.671660722,1
28137,5439590.208294027,6352134.671660722,1
28139,5441153.837313871,6348992.870051184,3
28141,5434217.086833775,6360511.565224623,6
28144,5440488.11,6349743.75,3
28145,5440488.11,6349743.75,3
28146,5438878.94,6352559.62,7
28149,5429008.329191587,6357213.003848538,4
28150,5437084.071626031,6354065.527190587,7
28151,5439344.306662942,6353900.176177802,1
28152,5435791.2804743815,6359926.092503062,6
28153,5435791.2804743815,6359926.092503062,6
28154,5440332.435801598,6352741.113394392,1
28155,5440332.435801598,6352741.113394392,1
28156,5433547.209121719,6361214.674963018,2
28157,5439365.967609453,6354601.246532475,9
28158,5440228.417400907,6354249.216132217,1
28159,5439878.318595496,6354198.825394818,1
28161,5434868.884141024,6362683.18526237,2
28163,5433309.737695216,6353636.871659023,0
28164,5433309.737695216,6353636.871659023,0
28166,5431467.429533922,6356035.667948569,4
28167,5431467.429533922,6356035.667948569,4
28168,5434266.36,6359258.6,6
28169,5434672.703596191,6356255.549642126,5
28170,5437087.246775754,6348836.124573437,8
28171,5439715.145166682,6353413.623997342,1
28172,5439715.145166682,6353413.623997342,1
28178,5439255.857444226,6354059.042341998,1
28179,5439255.857444226,6354059.042341998,1
28180,5439255.857444226,6354059.042341998,1
28181,5439255.857444226,6354059.042341998,1
28182,5434509.533523338,6358341.882898142,6
28183,5434509.533523338,6358341.882898142,6
28184,5434509.533523338,6358341.882898142,6
28185,5434509.533523338,6358341.882898142,6
28186,5434509.533523338,6358341.882898142,6
28187,5434509.533523338,6358341.882898142,6
28188,5434509.533523338,6358341.882898142,6
28189,5434509.533523338,6358341.882898142,6
28190,5434509.533523338,6358341.882898142,6
28191,5434509.533523338,6358341.882898142,6
28192,5434509.533523338,6358341.882898142,6
28193,5434509.533523338,6358341.882898142,6
28194,5434509.533523338,6358341.882898142,6
28195,5434509.533523338,6358341.882898142,6
28196,5434509.533523338,6358341.882898142,6
28197,5434509.533523338,6358341.882898142,6
28198,5434509.533523338,6358341.882898142,6
28199,5434509.533523338,6358341.882898142,6
28200,5434509.533523338,6358341.882898142,6
28201,5434509.533523338,6358341.882898142,6
28202,5434509.533523338,6358341.882898142,6
28203,5434509.533523338,6358341.882898142,6
28204,5434509.533523338,6358341.882898142,6
28205,5434509.533523338,6358341.882898142,6
28206,5434509.533523338,6358341.882898142,6
28207,5434509.533523338,6358341.882898142,6
28208,5434509.533523338,6358341.882898142,6
28209,5434509.533523338,6358341.882898142,6
28210,5434509.533523338,6358341.882898142,6
28211,5434509.533523338,6358341.882898142,6
28212,5434509.533523338,6358341.882898142,6
28213,5434509.533523338,6358341.882898142,6
28214,5434509.533523338,6358341.882898142,6
28215,5434509.533523338,6358341.882898142,6
28216,5434509.533523338,6358341.882898142,6
28217,5434509.533523338,6358341.882898142,6
28218,5434509.533523338,6358341.882898142,6
28219,5434509.533523338,6358341.882898142,6
28220,5434509.533523338,6358341.882898142,6
28221,5434509.533523338,6358341.882898142,6
28222,5434509.533523338,6358341.882898142,6
28223,5434509.533523338,6358341.882898142,6
28224,5434509.533523338,6358341.882898142,6
28225,5434509.533523338,6358341.882898142,6
28226,5434509.533523338,6358341.882898142,6
28227,5434509.533523338,6358341.882898142,6
28228,5434509.533523338,6358341.882898142,6
28229,5434509.533523338,6358341.882898142,6
28230,5434509.533523338,6358341.882898142,6
28231,5434509.533523338,6358341.882898142,6
28232,5434509.533523338,6358341.882898142,6
28233,5434509.533523338,6358341.882898142,6
28234,5434509.533523338,6358341.882898142,6
28235,5434509.533523338,6358341.882898142,6
28236,5434509.533523338,6358341.882898142,6
28237,5434509.533523338,6358341.882898142,6
28238,5434509.533523338,6358341.882898142,6
28239,5434509.533523338,6358341.882898142,6
28240,5434509.533523338,6358341.882898142,6
28241,5434509.533523338,6358341.882898142,6
28242,5434509.533523338,6358341.882898142,6
28243,5434509.533523338,6358341.882898142,6
28244,5434509.533523338,6358341.882898142,6
28245,5434509.533523338,6358341.882898142,6
28246,5434509.533523338,6358341.882898142,6
28247,5434509.533523338,6358341.882898142,6
28248,5434509.533523338,6358341.882898142,6
28249,5434509.533523338,6358341.882898142,6
28250,5434509.533523338,6358341.882898142,6
28251,5434509.533523338,6358341.882898142,6
28252,5438803.148425715,6355463.453662716,9
28255,5437276.094452091,6353271.840822122,7
28256,5437276.094452091,6353271.840822122,7
28260,5435546.02929621,6358508.001335281,6
28261,5435546.02929621,6358508.001335281,6
28262,5437828.1720750015,6352529.3014567625,7
28263,5431801.73,6355404.28,4
28264,5437456.353893772,6348667.816413821,8
28265,5439637.220184607,6352693.607883696,1
28266,5439637.220184607,6352693.607883696,1
28268,5436504.371560718,6354484.598720493,5
28271,5440959.443185175,6349125.911360477,3
28272,5440959.443185175,6349125.911360477,3
28273,5440959.443185175,6349125.911360477,3
28274,5440959.443185175,6349125.911360477,3
28275,5433909.346811084,6355153.707019761,0
28276,5433909.346811084,6355153.707019761,0
28277,5437360.991545067,6353675.215258607,7
28278,5437360.991545067,6353675.215258607,7
28279,5432169.29,6357259.61,4
28280,5432169.29,6357259.61,4
28281,5432169.29,6357259.61,4
28282,5432169.29,6357259.61,4
28283,5432169.29,6357259.61,4
28284,5432169.29,6357259.61,4
28287,5441290.317667468,6353112.464621674,1
28288,5435071.951784528,6357325.655717747,5
28290,5430428.837142142,6358213.26873633,4
28291,5430428.837142142,6358213.26873633,4
28292,5430428.837142142,6358213.26873633,4
28293,5430428.837142142,6358213.26873633,4
28294,5430428.837142142,6358213.26873633,4
28295,5432636.199119723,6354433.574692516,0
28296,5432636.199119723,6354433.574692516,0
28297,5437271.428680166,6348403.617085041,8
28298,5437271.428680166,6348403.617085041,8
28299,5437271.428680166,6348403.617085041,8
28300,5437271.428680166,6348403.617085041,8
28301,5437271.428680166,6348403.617085041,8
28302,5437271.428680166,6348403.617085041,8
28303,5437271.428680166,6348403.617085041,8
28309,5437548.455710135,6352295.413257972,7
28310,5438040.072613271,6354339.361068771,9
28312,5437487.13,6348289.46,8
28313,5437487.13,6348289.46,8
28314,5437487.13,6348289.46,8
28315,5437487.13,6348289.46,8
28316,5437487.13,6348289.46,8
28317,5437487.13,6348289.46,8
28318,5437487.13,6348289.46,8
28319,5437487.13,6348289.46,8
28321,5434851.6,6362154.14,2
28329,5438116.97029848,6354712.821021998,9
28330,5438116.97029848,6354712.821021998,9
28345,5435330.038576416,6357756.9660512,5
28346,5435330.038576416,6357756.9660512,5
28347,5431272.83,6362091.08,2
28348,5431272.83,6362091.08,2
28349,5431272.83,6362091.08,2
28350,5431272.83,6362091.08,2
28351,5437731.872075233,6355231.372482574,9
28352,5437731.872075233,6355231.372482574,9
28353,5437731.872075233,6355231.372482574,9
28354,5437731.872075233,6355231.372482574,9
28355,5434774.601516282,6362238.715989403,2
28356,5434774.601516282,6362238.715989403,2
28357,5434774.601516282,6362238.715989403,2
28358,5434774.601516282,6362238.715989403,2
28360,5437894.299613157,6351980.860419389,7
28363,5440997.18,6352256.99,1
28364,5440997.18,6352256.99,1
28365,5440997.18,6352256.99,1
28366,5435105.319999959,6353839.349999966,0
28367,5435105.319999959,6353839.349999966,0
28368,5437145.607223895,6348549.529711954,8
28369,5437145.607223895,6348549.529711954,8
28370,5440602.877781002,6354436.311237222,1
28371,5440602.877781002,6354436.311237222,1
28372,5440602.877781002,6354436.311237222,1
28373,5440602.877781002,6354436.311237222,1
28374,5440602.877781002,6354436.311237222,1
28375,5440602.877781002,6354436.311237222,1
28376,5440602.877781002,6354436.311237222,1
28377,5440602.877781002,6354436.311237222,1
28378,5440602.877781002,6354436.311237222,1
28379,5440602.877781002,6354436.311237222,1
28381,5440450.884884646,6354169.204736933,1
28382,5440450.884884646,6354169.204736933,1
28383,5436863.033006967,6355708.171368741,5
28384,5436863.033006967,6355708.171368741,5
28385,5436863.033006967,6355708.171368741,5
28386,5436863.033006967,6355708.171368741,5
28388,5439768.3,6347833.59,3
28389,5439768.3,6347833.59,3
28392,5437336.559805452,6355610.405203916,5
28393,5437336.559805452,6355610.405203916,5
28394,5437336.559805452,6355610.405203916,5
28395,5440308.32,6353593.34,1
28396,5440308.32,6353593.34,1
28402,5439253.9740987895,6353000.621121977,1
28404,5432120.602185096,6361304.171475108,2
28405,5432120.602185096,6361304.171475108,2
28406,5432120.602185096,6361304.171475108,2
28407,5432120.602185096,6361304.171475108,2
28408,5432120.602185096,6361304.171475108,2
28409,5432120.602185096,6361304.171475108,2
28410,5432120.602185096,6361304.171475108,2
28411,5432120.602185096,6361304.171475108,2
28412,5439456.557846636,6352821.344811711,1
28413,5439456.557846636,6352821.344811711,1
28414,5431721.370850666,6355577.2047256,4
28417,5436711.1508170245,6350099.732930092,8
28418,5432247.430000041,6360923.939999986,2
28419,5432247.430000041,6360923.939999986,2
28420,5432247.430000041,6360923.939999986,2
28421,5432247.430000041,6360923.939999986,2
28422,5432247.430000041,6360923.939999986,2
28423,5432247.430000041,6360923.939999986,2
28424,5432247.430000041,6360923.939999986,2
28425,5432247.430000041,6360923.939999986,2
28426,5432247.430000041,6360923.939999986,2
28427,5432247.430000041,6360923.939999986,2
28428,5431478.514432256,6357651.387953325,4
28429,5431478.514432256,6357651.387953325,4
28430,5431478.514432256,6357651.387953325,4
28433,5433186.523543256,6357241.6293071285,4
28434,5432567.049484952,6356600.323580516,4
28435,5432567.049484952,6356600.323580516,4
28436,5436839.840870537,6352596.18885718,7
28438,5433122.044523238,6357568.032685984,4
28441,5440917.375050913,6350825.548664913,3
28442,5439237.309363688,6352470.739816213,1
28443,5439237.309363688,6352470.739816213,1
28444,5434621.300000067,6358125.849999966,6
28447,5435585.898055892,6351427.491786573,7
28448,5435585.898055892,6351427.491786573,7
28455,5438304.5,6355551.15999998,9
28456,5438304.5,6355551.15999998,9
28457,5438900.300910175,6352088.182789241,7
28458,5434605.442096284,6359431.531587712,6
28461,5434036.188067298,6357241.826942657,5
28466,5437517.932601197,6352143.161797758,7
28467,5439805.239783803,6351424.498378672,3
28468,5439328.87052487,6354021.529300484,1
28469,5439328.87052487,6354021.529300484,1
28470,5439328.87052487,6354021.529300484,1
28471,5439328.87052487,6354021.529300484,1
28472,5437457.861637102,6352071.199010554,7
28473,5437457.861637102,6352071.199010554,7
28474,5437457.861637102,6352071.199010554,7
28475,5437457.861637102,6352071.199010554,7
28476,5440278.440888901,6353522.213918839,1
28477,5440278.440888901,6353522.213918839,1
28478,5439362.039213629,6354332.642663625,1
28479,5430628.181160835,6358020.986172353,4
28480,5434218.640312089,6360802.174148363,2
28483,5431942.03,6361518.95,2
28484,5431942.03,6361518.95,2
28485,5431942.03,6361518.95,2
28486,5431942.03,6361518.95,2
28487,5431942.03,6361518.95,2
28488,5439255.460523337,6351700.942761227,7
28489,5438979.498348737,6352472.656818799,7
28490,5438873.9434614815,6351814.069547935,7
28492,5439646.58580083,6355717.903546539,9
28493,5439646.58580083,6355717.903546539,9
28494,5439646.58580083,6355717.903546539,9
28495,5439646.58580083,6355717.903546539,9
28496,5439646.58580083,6355717.903546539,9
28497,5438763.44795723,6352711.480077203,7
28498,5439495.636000327,6355165.657991282,9
28499,5439773.159860293,6355009.544432983,9
28500,5439773.159860293,6355009.544432983,9
28501,5439773.159860293,6355009.544432983,9
28502,5439173.097247743,6353415.089255288,1
28503,5439516.088372008,6353864.9353613,1
28506,5440556.050079995,6354244.503983874,1
28507,5440556.050079995,6354244.503983874,1
28508,5440556.050079995,6354244.503983874,1
28509,5440556.050079995,6354244.503983874,1
28510,5440556.050079995,6354244.503983874,1
28511,5440556.050079995,6354244.503983874,1
28512,5440556.050079995,6354244.503983874,1
28513,5438312.532358361,6355664.6919736285,9
28514,5439530.589671201,6352277.876398253,1
28515,5439530.589671201,6352277.876398253,1
28519,5435372.78,6360106.38,6
28520,5435372.78,6360106.38,6
28521,5435372.78,6360106.38,6
28522,5435372.78,6360106.38,6
28523,5435372.78,6360106.38,6
28524,5435372.78,6360106.38,6
28525,5435372.78,6360106.38,6
28526,5435372.78,6360106.38,6
28527,5435372.78,6360106.38,6
28528,5435372.78,6360106.38,6
28529,5435372.78,6360106.38,6
28530,5435372.78,6360106.38,6
28531,5435372.78,6360106.38,6
28533,5434208.91799032,6362040.875268355,2
28534,5434208.91799032,6362040.875268355,2
28535,5434208.91799032,6362040.875268355,2
28536,5434208.91799032,6362040.875268355,2
28537,5434208.91799032,6362040.875268355,2
28538,5434208.91799032,6362040.875268355,2
28539,5434208.91799032,6362040.875268355,2
28549,5439211.424755773,6348018.011913226,8
28550,5439211.424755773,6348018.011913226,8
28551,5439211.424755773,6348018.011913226,8
28552,5436856.495029345,6352827.591081821,7
28553,5436856.495029345,6352827.591081821,7
28554,5435560.615,6357933.725,5
28555,5435560.615,6357933.725,5
28556,5439587.480434079,6353453.753053764,1
28557,5439587.480434079,6353453.753053764,1
28558,5439587.480434079,6353453.753053764,1
28559,5440530.800000067,6351954.370000027,1
28560,5440530.800000067,6351954.370000027,1
28561,5440530.800000067,6351954.370000027,1
28562,5440530.800000067,6351954.370000027,1
28563,5438900.729901633,6352938.772141123,1
28564,5438900.729901633,6352938.772141123,1
28567,5439361.946101661,6353016.484812526,1
28568,5439361.946101661,6353016.484812526,1
28570,5437560.610109211,6354646.5048248125,9
28572,5431780.934763391,6361279.359050416,2
28573,5431780.934763391,6361279.359050416,2
28574,5439971.082931668,6352828.314539798,1
28575,5439971.082931668,6352828.314539798,1
28577,5432100.888086272,6357988.752875678,4
28578,5432100.888086272,6357988.752875678,4
28579,5432100.888086272,6357988.752875678,4
28585,5440798.088067384,6351781.951852755,1
28594,5440957.927377079,6353615.487038321,1
28601,5429471.843126936,6357019.969707113,4
28603,5434834.428815643,6360732.286263177,6
28604,5434834.428815643,6360732.286263177,6
28605,5434834.428815643,6360732.286263177,6
28606,5434834.428815643,6360732.286263177,6
28608,5441110.646124742,6353583.960709496,1
28609,5436401.638352647,6355471.107399643,5
28611,5436803.83838585,6352707.9294015495,7
28612,5436269.642616844,6352057.256517272,7
28613,5436269.642616844,6352057.256517272,7
28615,5439242.464692559,6351770.283315883,7
28621,5430784.728586032,6358076.63984487,4
28626,5441040.463968389,6352541.365043527,1
28628,5437198.067254218,6352636.293667666,7
28632,5433910.75,6352682.52,0
28633,5433910.75,6352682.52,0
28634,5433910.75,6352682.52,0
28635,5433910.75,6352682.52,0
28636,5433910.75,6352682.52,0
28637,5433910.75,6352682.52,0
28638,5433910.75,6352682.52,0
28639,5433910.75,6352682.52,0
28640,5433910.75,6352682.52,0
28641,5436602.653678063,6355595.805664216,5
28642,5436602.653678063,6355595.805664216,5
28645,5437657.439932682,6352560.850267331,7
28646,5437657.439932682,6352560.850267331,7
28649,5432904.02,6360976.55,2
28650,5440330.132973893,6352482.948647682,1
28651,5438781.761859379,6352652.183719355,7
28655,5440479.185753587,6353440.988299273,1
28656,5440479.185753587,6353440.988299273,1
28657,5440479.185753587,6353440.988299273,1
28658,5440479.185753587,6353440.988299273,1
28659,5439334.620562347,6355199.184446129,9
28660,5439334.620562347,6355199.184446129,9
28661,5440201.554849566,6350072.136043491,3
28662,5433469.102052132,6361651.037542355,2
28663,5431492.635,6356050.12,4
28665,5438170.07,6347994.33,8
28666,5438246.777087833,6355991.878254889,9
28667,5438246.777087833,6355991.878254889,9
28668,5438246.777087833,6355991.878254889,9
28669,5438246.777087833,6355991.878254889,9
28670,5438246.777087833,6355991.878254889,9
28671,5438246.777087833,6355991.878254889,9
28672,5438246.777087833,6355991.878254889,9
28673,5438246.777087833,6355991.878254889,9
28674,5438246.777087833,6355991.878254889,9
28675,5438246.777087833,6355991.878254889,9
28676,5438246.777087833,6355991.878254889,9
28677,5438246.777087833,6355991.878254889,9
28678,5438246.777087833,6355991.878254889,9
